,0,1,2,3,4
0,0,4.2399,6.3236,3.0898,5.9355
1,0,2.7316,6.2789,2.8362,4.6312
2,0,2.0934,1.5422,2.0721,2.0782
3,0,2.6048,5.2579,2.8367,4.1827
4,1,7.7684,3.337,2.804,8.5238
5,1,5.9881,1.394,2.4403,6.9835
6,0,3.1165,6.8824,3.6961,6.0853
7,1,2.1143,1.0707,2.2672,2.4931
8,1,8.6325,2.5603,2.8711,10.153
9,0,4.9259,5.3032,4.1578,6.4322
10,1,5.3775,3.0508,2.9342,4.1644
11,0,0.74537,4.6241,3.6741,5.3181
12,0,2.8317,4.5564,3.2434,4.2885
13,0,3.4599,8.5395,2.7357,8.8602
14,0,-0.8554,2.0479,0.78202,1.243
15,1,4.8853,2.6969,2.9448,4.7837
16,0,5.0942,4.5981,3.4957,4.8138
17,1,16.37,2.3,2.361,17.411
18,1,1.9585,1.4568,2.4198,3.5064
19,1,3.986,0.72323,1.9435,1.9606
20,1,5.2291,2.8127,3.4615,5.7233
21,0,2.6108,3.853,3.2166,4.8456
22,1,1.4383,1.5222,1.8138,1.9868
23,1,3.4639,3.6591,2.8637,3.4236
24,0,2.8094,4.2362,3.1478,5.4726
25,1,6.4612,4.385,4.0802,5.9726
26,1,2.4024,4.675,3.0065,4.1769
27,1,3.4847,2.5828,2.0345,2.1726
28,0,3.3858,3.9372,2.9404,5.1694
29,1,2.8736,3.902,2.1071,2.206
30,0,1.7125,2.9245,2.177,2.528
31,0,3.4423,5.936,2.5152,3.1952
32,1,2.825,4.1613,2.7743,3.4754
33,1,0.99948,2.2153,1.9882,2.1322
34,0,3.9435,2.8279,2.4574,2.7162
35,1,3.7875,2.3041,2.2111,3.0386
36,1,3.0208,3.1571,2.6293,3.12
37,1,8.3754,2.9358,2.6547,7.0002
38,1,2.8188,2.423,2.4996,4.3875
39,0,2.9187,2.1474,2.5585,2.8502
40,0,4.8189,4.3597,3.915,5.8519
41,0,3.0429,3.1319,2.9619,4.1753
42,1,2.7003,3.0347,2.3559,3.2893
43,1,0.38066,0.095181,0.90525,0.91484
44,0,3.678,2.6008,2.7714,5.0341
45,1,5.5326,2.5313,3.531,4.8512
46,0,1.4696,4.7415,2.6454,4.4179
47,0,2.0765,6.0206,3.3977,5.2203
48,0,3.5332,3.6421,3.0341,4.0934
49,0,3.5601,2.711,2.0636,2.3396
50,1,3.7914,3.059,1.8294,1.8982
51,1,5.3473,2.4959,3.162,4.3998
52,0,1.4411,2.7578,2.4479,3.8524
53,1,4.1823,3.7994,3.5652,5.3856
54,1,4.5008,4.3229,3.7454,5.0869
55,0,3.3529,4.4293,3.8784,4.8412
56,0,2.3623,8.0302,1.9025,7.4001
57,1,6.4389,3.2107,2.1539,5.2884
58,0,1.8329,5.0205,3.1887,3.5239
59,0,1.5726,2.4999,1.2889,2.8838
60,1,11.195,3.7201,3.3105,10.008
61,0,3.7632,4.0214,3.5027,4.0323
62,0,2.4461,4.1792,3.0823,5.5855
63,1,2.154,0.92392,3.2849,3.296
64,1,3.6151,3.631,2.7239,3.2654
65,1,3.2537,3.0637,3.1643,3.4421
66,0,2.5017,1.8076,2.0576,2.4493
67,1,6.5262,1.2252,2.2904,5.0028
68,1,2.1047,3.0169,3.4078,3.4143
69,0,2.2333,4.0538,2.8559,3.5588
70,0,3.5404,3.2658,3.0681,3.8636
71,0,3.6845,1.8368,3.2399,3.454
72,0,0.78195,0.69476,1.3849,1.5424
73,0,3.9885,3.2153,2.8867,4.5011
74,1,7.5783,2.9976,3.7818,8.6003
75,1,2.8696,3.1585,3.3628,4.3389
76,0,0.16782,-0.76873,1.3421,1.4898
77,1,4.9716,4.5095,3.3758,3.8794
78,0,3.0856,5.8082,2.8441,3.7561
79,0,3.9751,2.0844,3.4627,3.4924
80,0,4.9349,6.2681,3.5214,4.6479
81,0,1.2664,3.0071,2.3642,3.3244
82,1,5.7871,3.1539,2.4124,4.0499
83,0,1.2368,3.4556,2.5957,3.4851
84,0,4.189,5.6337,2.7664,4.3672
85,1,11.125,2.5529,3.1398,11.3
86,0,3.98,5.5273,4.4303,6.4156
87,1,7.0526,3.2687,3.1191,7.4864
88,0,3.0369,6.8695,3.5869,6.3104
89,0,1.4119,4.1228,2.1269,2.5318
90,1,2.0639,2.2515,2.1997,2.8274
91,0,1.47,3.4122,2.1104,2.1985
92,1,4.7096,2.2474,2.8734,3.8169
93,1,4.4956,2.7438,3.0492,4.0196
94,1,3.1674,3.1127,2.4442,3.9489
95,0,0.44812,5.312,2.4288,2.4579
96,0,3.6133,6.0363,3.9151,5.4609
97,1,13.308,3.0477,1.5329,12.884
98,1,3.6476,2.9697,2.8934,3.8546
99,0,3.7865,4.4262,3.4052,4.7799
100,0,2.0211,3.2261,2.6715,3.1134
101,0,1.5872,1.9059,1.3691,1.6557
102,0,4.4244,2.8058,2.6442,3.3833
