,0,1,2,3,4
0,0,3.3947,6.0658,4.493,5.4437
1,1,6.1712,3.4095,2.4185,7.4893
2,0,3.3476,5.8643,2.8466,7.0765
3,1,5.6567,3.1697,2.429,4.207
4,0,0.0024327,0.496,0.47666,0.51263
5,0,1.6499,4.5165,3.2802,4.3797
6,1,6.9331,0.92113,1.9001,7.7403
7,1,1.9885,0.55923,1.343,1.4796
8,1,4.4268,7.0167,3.9924,5.8902
9,0,2.6704,2.8885,1.6926,2.1388
10,1,5.1199,2.0786,1.9976,4.3643
11,1,9.6433,3.1423,3.4628,10.199
12,0,4.9157,6.8842,3.772,6.2627
13,0,2.0021,3.2022,3.1168,3.1278
14,1,2.8674,2.9517,2.1833,2.9392
15,1,3.5289,3.5322,2.8398,3.6171
16,0,4.9623,5.824,3.5175,5.6234
17,0,2.7011,4.0763,2.2558,5.0234
18,0,5.7047,7.4986,3.4839,6.9751
19,1,5.4958,2.145,2.5672,4.0965
20,0,3.7192,7.2393,3.8795,5.3932
21,0,2.9884,2.927,2.2443,2.3173
22,1,7.4972,1.9252,2.5598,8.956
23,1,5.1973,1.639,2.6874,3.0905
24,0,1.6804,2.1646,1.75,3.8841
25,0,0.22218,8.0973,2.0903,6.685
26,0,3.0568,3.5241,2.5655,3.0319
27,1,0.75773,0.71057,1.7039,1.7191
28,1,6.2386,1.7225,3.3415,6.0908
29,0,3.9802,3.1071,2.6014,2.8393
30,1,7.783,3.6623,4.3354,6.2181
31,1,11.525,3.5816,3.0521,10.993
32,0,1.8247,4.6154,2.4264,3.7398
33,0,1.4765,2.9933,2.3288,3.5217
34,0,6.1426,3.6775,3.9416,4.6781
35,0,5.3188,3.1556,3.6108,4.033
36,0,2.4039,4.857,2.6356,4.8443
37,1,10.846,2.8457,3.6132,11.281
38,0,2.6994,3.1307,3.032,3.6795
39,1,2.6332,2.9655,2.2328,2.7148
40,0,3.1248,3.4606,2.066,2.149
41,1,6.5972,4.1768,4.2736,7.207
42,1,3.8668,1.8319,2.2704,4.6952
43,0,2.9863,0.54335,1.7041,2.0271
44,0,2.4769,4.7089,3.2284,4.1428
45,0,1.5249,3.5083,2.4278,3.036
46,1,2.7879,1.584,3.3527,3.8389
47,0,1.5806,4.2084,2.3561,3.5434
48,0,3.5909,7.0708,2.8931,6.9388
49,0,0.8369,8.0949,2.4616,9.3229
50,1,5.7541,2.8141,2.7109,5.4099
51,1,7.986,2.0935,2.6054,7.2429
52,1,2.0634,2.2648,2.4266,2.4429
53,1,2.5809,1.4708,2.164,2.1944
54,0,3.4898,4.225,3.6554,5.0967
55,1,4.3121,3.3608,2.5377,4.7021
56,0,2.6413,5.1349,1.9653,3.2526
57,1,3.7172,2.4174,2.6074,2.7044
58,0,4.7907,6.0138,2.447,5.2723
59,0,1.5229,2.3399,2.039,2.9696
60,1,9.1351,2.1782,3.2934,9.1887
61,1,3.107,2.098,2.0986,3.5791
62,1,5.3609,2.7519,3.1741,5.9724
63,0,4.7434,6.0458,3.4533,5.3454
64,1,2.4544,3.0338,2.5396,2.6063
65,0,1.5328,8.4287,3.1803,8.0367
66,1,10.508,2.5872,2.277,9.4354
67,1,4.6431,0.80069,1.8688,4.8366
68,1,7.6188,3.4417,3.5411,7.7636
69,1,3.0465,1.1876,2.6442,2.8991
70,1,10.602,3.6471,4.074,11.265
71,1,1.8384,2.556,1.8144,2.3114
72,0,1.1447,4.3373,2.3156,4.5077
73,1,8.3783,3.6035,2.467,7.8822
74,1,2.8634,2.1978,1.5631,3.1714
75,0,3.0234,3.3381,2.0524,4.4749
76,0,4.413,1.9303,2.8309,3.0544
77,0,2.1431,0.39882,2.2027,2.2139
78,1,3.6151,1.9161,2.4273,3.8276
79,1,15.996,-0.80567,1.8989,14.197
80,1,6.4247,1.582,1.536,7.191
81,0,3.9499,5.38,3.2799,4.6726
82,0,3.0239,3.2038,2.4552,3.2623
83,0,3.1487,6.5348,2.6721,4.6232
84,1,5.0371,1.0332,2.3862,5.0234
85,1,5.8925,3.5015,2.3828,6.4138
86,1,2.7441,1.8438,1.8192,2.8138
87,0,3.058,10.687,2.5266,9.4039
88,0,4.5964,3.8588,3.6824,4.0475
89,0,4.248,11.587,3.8189,10.747
90,1,2.4264,2.9225,3.1981,3.2083
91,0,1.472,3.7222,2.476,4.2472
92,0,3.7503,4.2979,2.7977,4.4418
93,1,6.6313,4.4892,2.4791,5.7782
94,1,11.179,1.309,2.0575,12.045
95,1,7.7023,4.6284,2.7518,7.2386
96,0,2.78,9.4524,2.7385,8.7335
97,0,4.2633,1.0052,1.6709,1.9522
98,0,4.2031,4.2315,3.3288,3.3949
99,1,3.8463,0.80738,1.3664,2.3113
100,1,10.421,2.9899,1.8012,9.5588
101,1,3.2,1.7589,2.7817,5.1317
102,0,2.4178,4.0837,2.1861,3.3433
103,1,4.8466,2.3538,2.1915,3.7444
104,1,3.7399,4.1656,2.2076,2.8042
105,1,1.4011,3.5765,3.349,3.8934
106,0,2.7213,4.1357,2.1292,5.1867
107,1,2.6622,3.2556,3.0579,3.3956
108,0,3.2826,7.0616,3.0481,7.3806
109,1,6.1147,4.0914,3.4565,5.6512
110,0,2.3593,2.4113,1.5446,1.7453
