,0,1,2,3,4
0,0,6.5138,7.619,3.7408,7.1935
1,0,0.72575,3.693,2.3583,3.0631
2,1,6.0447,4.6426,3.5589,6.2413
3,1,3.3081,2.837,2.6493,3.093
4,0,3.1021,2.7377,2.5381,2.5657
5,0,1.1897,2.8917,1.7164,1.7497
6,1,0.63407,1.0374,1.2417,1.2489
7,0,3.1983,9.6513,4.6085,10.503
8,0,1.5617,3.9509,2.207,3.2961
9,1,3.2631,0.727,2.2153,3.9914
10,0,2.2514,2.1431,1.6313,2.1817
11,0,2.1611,7.042,3.4862,7.0193
12,0,2.7499,2.9748,2.361,3.1205
13,1,1.7314,3.5188,2.4435,2.4984
14,0,4.1338,9.1309,4.1356,7.9831
15,1,4.143,2.6606,2.9672,4.7079
16,1,3.4612,2.2648,3.0582,3.1181
17,1,2.418,0.43309,1.8288,2.2078
18,1,20.46,2.9318,3.3125,18.46
19,0,-0.050793,1.4381,1.6541,1.8198
20,1,14.319,2.3826,3.2384,14.092
21,1,15.503,4.0297,3.8239,15.864
22,1,14.1,2.5517,2.6894,12.954
23,1,7.3182,2.6521,3.6729,7.2609
24,1,12.572,2.5044,2.5419,11.479
25,0,3.7223,8.8997,4.1997,7.8476
26,0,2.1552,2.4433,2.7816,3.026
27,1,17.432,2.7377,3.7423,16.378
28,0,5.5364,4.542,2.8703,2.9909
29,0,3.3775,4.4227,3.2944,5.6601
30,1,5.2924,3.4999,3.1828,6.5297
31,0,1.0918,4.5372,2.8862,4.0349
32,1,10.052,2.5746,2.9807,10.905
33,0,4.1377,1.7515,2.8136,2.8919
34,0,3.8969,7.4546,2.6054,7.4833
35,0,1.7374,4.5295,2.4281,3.9034
36,1,5.5104,3.6409,3.349,5.1531
37,0,3.996,8.4747,4.2036,8.9565
38,0,2.6724,5.0125,2.7644,4.681
39,0,1.7092,4.5944,2.9533,3.7919
40,0,0.95188,2.2642,2.384,3.3329
41,1,17.111,2.1889,3.1294,17.539
42,0,3.8201,10.562,3.9561,7.4735
43,0,1.7743,0.98752,1.9375,2.7716
44,1,4.8229,3.0013,3.1392,4.4688
45,1,6.3644,2.684,3.7162,5.5783
46,0,2.4508,7.6374,3.3155,6.8501
47,0,2.6043,4.7466,3.4856,4.1592
48,1,4.1473,3.225,2.859,3.0089
49,0,4.131,7.8539,3.734,7.59
50,0,2.1839,5.0327,3.4167,4.5183
51,1,7.5609,3.8666,2.8528,6.4855
52,1,8.9118,4.9605,4.1176,9.2506
53,0,3.8433,3.511,2.2206,3.0307
54,1,5.5453,2.3051,3.4613,7.0409
55,1,3.9105,2.0785,2.5746,3.71
56,0,2.078,1.805,2.6482,2.6597
57,0,2.3342,1.6172,2.8217,3.0392
58,1,3.69,2.672,2.326,2.8369
59,0,4.3812,4.5466,2.8657,4.1325
60,1,7.4067,2.7254,3.4314,6.9109
61,1,11.674,3.476,2.3619,13.218
62,0,1.462,3.1467,2.6958,3.2586
63,1,5.4865,3.5653,3.1229,5.4812
64,0,4.6667,4.6825,3.4584,5.7236
65,1,5.2032,3.0806,3.0747,4.5218
66,1,2.6548,3.7145,2.3981,2.5286
67,1,3.364,3.4108,2.5447,2.9227
68,1,3.1062,2.4756,3.1187,4.5026
69,0,1.9875,2.5418,3.6985,4.5339
70,1,0.23417,-0.11301,0.59518,0.60114
71,0,2.7222,2.9442,2.5514,3.6229
72,0,2.8027,6.8511,2.8089,5.7798
73,0,3.4793,4.123,2.2291,2.7947
74,0,3.7105,4.7882,3.7888,6.5607
75,0,2.285,1.9801,2.3342,2.3645
76,1,4.3949,3.2045,2.6679,4.3631
77,0,0.52164,3.6677,2.4115,3.2452
78,0,4.0228,6.3251,3.0266,5.9569
79,0,1.1334,1.9038,1.2538,1.7997
80,0,2.9613,3.7038,3.0629,3.5563
81,1,10.192,4.2421,4.2839,9.9578
82,1,2.2102,0.2416,1.9653,2.1072
83,1,11.45,3.4691,3.3929,10.18
84,1,6.5813,5.104,4.0822,8.3982
85,1,2.5383,2.0632,3.223,3.5227
86,1,17.446,3.1324,3.8663,16.834
87,0,3.042,4.5183,2.8636,3.613
88,1,12.605,2.0509,2.4875,12.675
89,0,2.123,6.2973,2.9469,5.7009
90,0,1.8052,2.0764,2.7942,3.0035
91,1,5.0092,1.1231,2.5386,4.2118
92,1,4.2671,3.5184,3.2214,4.5112
93,1,2.2054,1.3356,2.0633,2.0993
94,0,1.4488,0.64526,0.58332,0.59155
95,0,2.007,3.2226,2.3687,2.5956
96,1,7.2295,3.9428,3.5592,6.9873
97,1,19.447,2.706,3.1338,18.138
98,1,7.9095,3.771,3.314,8.3854
99,1,3.2104,1.8177,2.7238,2.9243
100,0,1.9862,0.88879,2.0763,2.3692
101,1,3.7441,3.3293,2.0916,3.7326
102,1,1.4443,1.6866,1.5657,1.5949
103,0,3.3745,4.9195,2.5057,4.5209
