,0,1,2,3,4
0,1,10.664,2.4205,3.0025,9.8587
1,1,10.208,4.3379,3.3736,10.068
2,1,9.4536,3.638,2.376,11.286
3,0,3.6645,5.1494,2.5271,6.4779
4,1,3.7664,4.4345,2.664,3.0641
5,0,1.6657,2.7763,2.8065,2.9142
6,1,5.9372,2.487,2.6567,3.4815
7,1,6.5943,4.051,3.0537,7.8364
8,1,7.2798,3.9658,3.6788,6.9262
9,1,3.4329,3.9881,2.2219,3.5121
10,0,2.4048,11.975,2.6217,10.301
11,0,5.0757,3.7153,3.1122,4.6531
12,1,11.213,2.5701,3.0584,10.506
13,0,3.1191,6.6543,2.5302,5.9272
14,0,-0.90662,0.72709,0.27478,0.30112
15,0,4.4504,4.7761,3.6386,4.5633
16,0,2.0122,4.9753,2.1447,3.5709
17,0,3.1985,9.1248,2.4696,7.9528
18,1,2.7099,1.2985,1.6888,2.8686
19,1,12.863,3.9229,3.3392,12.365
20,1,5.5476,5.1943,3.3766,4.1136
21,0,2.1793,3.0913,2.7169,2.7726
22,0,3.4636,11.027,2.386,8.9729
23,1,4.2939,3.5196,2.1129,3.105
24,0,4.2528,4.2736,1.8568,4.444
25,0,4.1713,6.5965,2.6616,6.4788
26,1,3.5054,5.2624,3.5006,4.3269
27,0,2.2247,3.3652,2.86,4.6977
28,1,5.6692,1.9208,1.9675,4.3465
29,0,1.956,6.4686,3.5371,7.2715
30,0,2.7501,2.4358,2.2944,2.8398
31,0,1.2504,2.8192,2.1126,3.1646
32,1,4.9595,3.7095,2.0805,5.0518
33,1,10.812,3.2713,3.7994,10.012
34,1,3.8401,1.4182,2.2408,3.1107
35,1,8.5566,2.8494,2.7362,8.5185
36,0,0.93819,3.8533,2.3777,3.8183
37,0,1.0325,2.0883,2.2194,3.2092
38,1,4.3061,4.2419,2.9675,4.3142
39,0,3.7455,4.0339,2.6923,3.5539
40,0,1.3757,4.1024,2.4291,5.3714
41,1,3.5252,1.8025,2.5453,3.748
42,1,10.688,1.5197,2.9673,10.663
43,1,10.144,2.4231,2.9979,11.232
44,1,8.8846,2.2334,2.2811,7.1504
45,1,5.723,3.3887,2.6612,4.5741
46,1,2.4338,0.90478,2.7301,3.486
47,1,7.8823,1.7871,2.3334,7.5069
48,0,2.4574,5.3481,3.1436,6.3048
49,0,5.7347,11.996,3.0975,10.888
50,1,5.5136,2.6668,3.6212,6.7843
51,0,3.4337,1.8432,2.157,2.1658
52,0,1.2831,2.7657,1.875,2.2198
53,1,10.864,2.5086,3.1804,10.647
54,1,13.775,3.1611,3.5475,14.042
55,1,7.1818,4.2126,2.7293,7.0398
56,1,4.2243,6.0216,3.4923,4.4383
57,0,0.90641,6.7137,2.7956,6.8233
58,1,11.214,2.7838,3.1109,10.437
59,1,7.5178,3.2124,2.7003,6.397
60,0,2.1946,7.5563,2.3682,6.1887
