,0,1,2,3,4
0,0,2.3919,1.951,2.6428,3.3197
1,0,3.3649,2.0851,3.256,3.5137
2,1,2.9063,5.1713,2.5578,3.8828
3,1,19.891,0.74521,1.4194,19.957
4,0,2.1646,3.8609,3.0565,3.5244
5,0,2.8759,0.47788,0.7614,0.80936
6,0,5.4377,6.775,4.0952,6.8932
7,0,2.8051,3.3935,2.8364,3.5455
8,0,3.8952,4.3309,3.4292,3.7275
9,0,1.6554,0.73685,1.6264,1.7324
10,0,3.2768,1.331,2.0225,2.1769
11,1,1.9082,2.7181,1.907,1.9998
12,0,1.7019,3.3434,3.1044,3.1294
13,0,3.0941,9.5547,4.1767,8.6683
14,0,1.6136,4.2486,3.2294,3.3011
15,1,35.056,-0.39846,0.53471,36.321
16,1,6.199,2.4712,2.2196,6.0729
17,1,5.816,4.5058,3.2117,5.523
18,1,2.9694,4.7513,2.8263,4.1692
19,0,1.7511,3.3832,2.3915,3.4097
20,1,2.4499,2.1945,2.857,4.051
21,0,2.4145,5.9201,2.747,6.6104
22,1,5.4813,3.2937,3.7149,5.0231
23,0,3.6936,4.0169,3.8778,3.8822
24,0,3.4809,2.0322,2.8223,2.8281
25,1,2.7191,1.546,2.3163,2.7552
26,0,3.6707,4.6705,3.739,4.9652
27,1,-1.1157,0.33897,0.6542,0.65864
28,1,2.6803,3.7853,3.1948,3.3911
29,0,2.0236,4.3853,2.1887,3.0383
30,0,2.1827,4.2866,2.3726,3.1716
31,0,3.5592,1.8264,2.2712,2.3745
32,0,2.4461,4.993,2.8648,4.7585
33,1,2.6722,1.5358,1.8968,1.9175
34,0,0.7937,3.0218,2.1302,2.1341
35,0,4.1818,4.6124,3.3076,4.3889
36,1,2.2763,0.42764,1.9928,1.9972
37,0,0.54714,1.4738,1.6595,1.67
38,1,1.8993,1.8984,2.4447,2.5324
39,1,2.1365,2.775,1.9186,2.1347
40,1,2.3555,2.7003,2.2729,2.8762
41,0,3.7493,3.3201,3.168,3.7103
42,1,7.0608,2.6202,4.1559,6.6989
43,1,0.63431,2.0273,1.4131,1.5045
44,0,1.6662,3.2506,2.1952,3.1957
45,0,2.4948,4.6905,3.0454,4.6734
46,1,1.6192,2.2397,2.8289,2.9529
47,1,3.0228,3.0836,3.2888,4.0939
48,0,1.3533,3.4794,1.8018,2.5174
49,0,2.9329,5.9496,3.4539,4.813
50,1,1.6225,2.3886,2.9443,2.9851
51,1,7.0785,2.4544,2.8795,3.9705
52,1,3.4674,4.6681,3.4538,4.5653
53,1,3.1894,4.0082,2.6606,3.3221
54,0,3.6174,5.2868,3.056,3.0623
55,0,5.5118,2.415,3.5203,4.2673
56,1,3.9197,1.4741,2.5923,2.5974
57,0,2.8267,1.7982,2.8974,3.3041
58,1,2.3128,4.9854,2.3577,2.7916
59,0,3.7979,1.729,3.0524,3.6263
60,1,5.7648,2.4931,2.9204,6.2009
61,0,3.332,2.7533,2.4802,2.6268
62,0,3.3981,2.0576,3.0918,3.4455
63,0,2.3945,2.89,2.0623,2.4869
64,0,1.6932,3.3707,2.4868,3.0997
65,0,1.5277,4.0572,3.0724,3.4657
66,0,2.6733,2.9629,2.9627,3.4304
67,1,1.9266,4.0668,2.9584,2.9657
68,1,3.2044,2.7148,2.5705,3.3982
69,0,2.1761,4.7317,2.3163,3.8923
70,1,3.3589,2.3914,3.1651,3.9416
71,0,2.995,1.8528,2.779,2.7833
72,1,2.9818,1.6801,2.5703,2.8095
73,0,2.4226,2.4736,2.5171,2.686
74,0,4.7973,4.5015,3.4727,4.9492
75,0,3.9109,3.8257,2.8744,3.802
76,0,1.0056,2.7562,2.2402,2.5324
77,1,0.95364,3.3572,2.8534,2.8582
78,0,0.52917,4.3551,2.4547,4.1377
79,1,4.8928,2.8497,3.3279,4.2339
80,0,3.1847,4.4396,3.2035,4.1229
81,0,5.5031,4.6896,3.575,5.0431
82,0,1.8459,2.5956,2.1659,2.2875
83,0,4.6185,4.2036,2.9101,2.9649
84,1,3.8578,2.1767,2.2602,4.6417
85,0,5.0524,6.9369,3.2439,6.6244
86,0,3.3107,1.9709,3.0396,3.1926
87,1,1.5716,3.28,2.397,2.8553
88,0,2.2036,5.1239,2.486,4.323
89,0,1.1327,4.4082,2.5358,2.5412
90,1,3.9143,3.7691,2.651,3.1245
91,0,0.92585,2.56,2.8208,3.4456
92,0,3.2783,3.3548,3.241,4.53
93,0,3.6496,1.6021,2.2587,2.3026
94,0,2.4603,3.7434,2.5841,4.1205
95,1,5.2503,2.0659,3.3184,4.2598
96,0,4.3795,9.1418,3.9682,8.6833
97,0,5.5282,6.3678,3.0817,5.8648
98,0,3.2976,6.6536,3.1806,5.1381
99,1,1.9673,1.7811,1.7933,1.9787
100,0,2.1833,3.3306,2.4969,2.5041
101,0,2.7893,4.7927,3.0318,5.074
102,0,4.2472,2.8847,3.319,3.4311
103,0,2.5949,2.7527,2.5809,2.8014
104,0,0.84522,2.5114,1.667,2.0834
105,0,2.116,5.0007,2.8883,4.668
106,0,3.3465,2.8602,2.4655,2.47
107,0,2.7792,3.1568,2.5202,2.5257
108,1,3.5388,3.1282,2.3418,2.5786
109,0,3.848,3.0215,1.8176,2.3303
110,0,2.7183,3.6816,2.1129,3.2798
111,1,4.5618,3.7994,3.2424,4.5425
112,0,2.0564,4.6066,3.3567,3.3645
113,1,4.0578,2.3771,2.9117,3.6909
114,0,5.1197,5.9767,3.7494,4.8732
115,1,3.1064,3.3013,3.6316,4.941
116,0,4.1924,2.7464,2.9698,4.4316
117,0,3.859,5.9197,2.947,3.1681
118,0,3.1331,4.0994,1.841,4.1813
119,0,3.4049,5.2072,3.7042,5.5801
120,0,2.0584,2.5495,2.02,3.1866
121,1,5.4021,5.091,3.8483,4.7459
122,1,3.0921,0.82414,2.5836,3.2386
123,1,2.6258,1.3198,2.2714,2.7696
124,0,4.0323,1.8532,2.571,2.5759
125,0,2.8258,3.0221,2.1716,2.785
126,1,2.4615,1.766,2.2743,2.6563
127,0,4.1368,7.5091,4.0769,7.6906
128,0,1.2706,4.6035,2.2696,2.5589
129,1,4.978,1.7949,2.458,4.1362
130,1,2.6625,0.55143,1.8668,2.8916
131,0,2.9748,4.7871,3.4976,3.9666
132,1,5.1288,1.4827,1.9269,5.3968
133,1,5.7243,5.4268,3.0329,6.885
134,0,2.2473,4.7677,2.6404,2.959
135,0,1.7613,3.0026,2.6216,2.6286
136,0,3.3975,3.2468,3.1244,4.0725
137,1,4.3656,1.4269,1.9765,4.0406
138,1,2.5943,4.0741,2.546,2.6397
139,1,4.9192,2.2915,2.9715,4.211
140,1,2.9004,2.4889,1.8533,1.8829
141,0,4.0968,4.6233,2.6294,4.3365
142,0,2.2511,4.9276,2.1616,3.524
143,0,2.298,0.60438,1.5831,1.9302
144,0,4.5779,3.2184,3.2381,3.4856
145,1,3.0305,2.2666,2.8765,3.7743
146,0,4.5985,2.6044,3.3066,3.3238
147,1,4.3795,3.3186,3.735,5.7701
148,0,0.51491,2.7849,2.2392,3.7424
149,1,18.529,1.7682,2.2379,19.556
150,0,1.64,2.5406,2.2342,2.2385
151,0,2.2452,0.1053,0.78353,0.79122
152,1,1.2114,0.084697,0.80687,0.81157
153,0,3.8235,1.4324,2.5798,3.2804
154,0,2.4785,1.6362,2.1006,2.1205
155,1,23.431,1.5674,1.6926,23.278
156,0,1.4763,2.2407,2.6628,2.9528
157,0,0.85459,2.8785,2.3515,2.4387
158,1,1.9201,1.7361,2.4695,2.8057
159,0,3.6734,4.1793,4.0924,5.4588
160,0,0.72868,5.1288,2.3868,5.2483
161,0,3.61,5.725,3.8157,4.3366
162,0,5.6579,5.9217,3.8005,6.5846
163,1,4.9815,2.8062,3.4617,4.6794
164,0,4.7163,6.878,2.8805,6.2814
165,0,2.4104,0.63309,1.6522,1.9375
166,0,1.3784,3.6929,3.2856,3.2932
167,0,3.3512,4.2074,2.7199,4.5421
168,1,3.9553,2.811,3.2462,3.4401
169,0,2.7526,2.942,2.6435,2.6476
170,0,2.2335,2.8396,1.3894,1.7191
171,1,5.0493,4.1241,3.1328,3.1501
172,1,7.2013,1.9205,2.8886,8.4278
173,0,4.1584,6.4259,3.573,5.2917
174,1,2.4536,1.0729,1.9428,2.5789
175,0,3.763,3.3646,3.5302,4.0354
176,0,0.60225,3.6428,2.2159,2.8315
177,0,1.7425,3.4508,2.9051,3.217
178,0,2.9048,4.8556,3.1313,3.1365
179,0,2.5396,3.1458,2.7407,2.7465
180,0,0.83465,2.8149,2.0503,2.2632
181,1,10.119,2.2769,2.3091,7.5988
182,1,2.8391,2.9271,2.4393,3.0896
183,1,4.5095,2.3048,3.6481,4.9081
