,0,1,2,3,4
0,1,2.0049,2.7811,2.9771,3.2188
1,1,3.6931,0.80533,2.1497,3.1274
2,0,0.84053,3.0418,2.4509,3.0639
3,1,5.8233,3.4187,3.7099,6.4881
4,1,9.4319,2.8812,3.5404,9.9767
5,0,3.0609,2.9212,2.6489,3.1433
6,1,16.51,3.603,2.8833,16.588
7,0,3.7015,4.5854,1.7931,5.0177
8,0,3.1576,8.581,3.5034,8.5966
9,0,3.2512,2.7213,3.6953,3.7174
10,1,11.553,1.8377,3.5048,9.9168
11,1,6.8268,3.289,2.8165,5.5621
12,0,2.5138,3.9769,2.5184,3.2821
13,1,3.7711,2.076,2.206,2.4462
14,1,7.4727,2.5747,3.2508,7.051
15,1,5.5428,2.9984,4.135,5.2123
16,0,4.2482,3.093,2.9625,3.0139
17,0,1.8538,5.2251,3.0201,4.0743
18,1,2.9799,2.8812,2.8399,3.3724
19,1,6.7627,1.9718,2.4419,6.6891
20,0,1.6302,1.0602,1.7645,2.7328
21,1,2.6677,0.89345,2.5925,3.2629
22,1,4.0041,4.3131,3.6429,5.5458
23,0,3.0196,4.078,2.665,4.5077
24,0,2.5584,13.367,2.9894,13.207
25,1,4.9492,2.4013,1.981,2.9176
26,0,1.8488,0.9478,2.4832,2.493
27,1,5.5475,1.3927,2.5678,6.41
28,0,2.7473,4.4262,2.53,3.6238
29,0,4.1275,1.0472,1.8123,2.5503
30,0,1.6747,1.5604,1.8822,1.9078
31,0,4.4629,6.2111,2.608,6.5806
32,0,2.0272,1.495,2.3059,2.3532
33,1,10.305,2.9068,3.419,10.563
34,1,9.9135,1.8515,1.9322,8.7967
35,0,2.538,3.4939,2.334,2.6452
36,1,2.9548,2.1122,2.6103,3.5923
37,1,3.4649,0.088332,2.4188,2.5851
38,1,7.0907,3.2405,2.364,5.9028
39,0,1.4456,4.9833,3.3839,3.7685
40,1,6.5841,4.9197,3.7348,6.5858
41,0,2.5293,1.3774,3.2363,3.456
42,0,1.7585,2.5593,1.9979,2.9765
43,1,4.6468,1.7273,2.1791,3.7934
44,1,9.4589,3.1713,2.9747,8.9397
45,0,1.4256,2.6844,2.7548,2.9762
46,0,4.5451,9.7078,3.7491,9.3332
47,0,3.4233,8.7688,2.4907,8.2093
48,0,4.8411,3.824,2.5569,4.6052
49,1,3.0261,2.4269,2.6308,2.6793
50,1,2.0064,2.077,2.1683,2.631
