,0,1,2,3,4
0,0,2.73,6.4673,2.6513,5.7474
1,0,2.4542,5.5005,2.1328,4.8693
2,0,3.3126,6.0377,3.5262,6.0487
3,0,2.1752,4.0131,2.3094,2.6872
4,0,0.67728,4.3765,2.6211,3.4321
5,1,5.0458,4.4818,3.7179,5.6669
6,0,4.1796,6.8102,3.7601,6.448
7,0,2.0366,5.1198,3.2464,3.454
8,1,9.1901,3.0116,2.3492,8.8229
9,1,2.3463,3.3196,1.6426,2.9784
10,1,4.1222,2.2358,3.0059,4.6657
11,0,4.4571,5.4467,3.4989,6.5727
12,0,3.219,4.1267,3.518,3.6092
13,1,17.82,1.8125,2.9302,18.108
14,1,5.2042,3.4897,3.5765,5.532
15,1,8.5613,4.1482,3.9423,9.2261
16,1,12.643,4.4554,4.0131,13.203
17,1,8.0831,-0.073261,1.0792,8.7104
18,1,2.0441,3.1322,2.5289,2.5411
19,1,11.211,3.2108,1.7829,9.4293
20,0,1.902,10.517,2.4431,10.803
21,0,1.31,2.2766,1.9362,2.2299
22,0,4.5607,3.1079,3.5796,4.5279
23,0,3.801,6.4862,3.4374,8.2309
24,0,3.3032,2.2498,2.8628,3.9451
25,1,3.2167,3.2843,2.4871,3.455
26,1,12.084,2.2204,2.54,12.151
27,0,3.0027,6.3371,2.3617,8.7922
28,0,2.3118,3.3681,2.4936,3.4599
29,1,4.816,1.779,2.6425,5.6095
30,1,4.9924,1.5276,2.2082,6.5035
31,0,2.8459,4.3568,1.6271,5.8147
32,0,1.0521,4.6426,1.6302,4.5937
33,1,9.0865,2.669,1.7575,8.0167
34,1,1.1559,1.272,1.5656,1.664
35,0,4.8757,1.6513,2.4403,2.6364
36,1,0.65454,0.67116,1.4288,2.8716
37,1,2.2964,2.0431,2.1152,5.2966
38,0,2.9272,2.761,2.3489,2.8099
39,0,2.8177,1.0011,3.0128,3.0243
40,0,1.5608,3.8139,2.7641,3.309
41,1,8.6154,1.5445,2.6423,8.2243
42,1,4.6435,2.9722,3.6075,5.0975
43,0,1.0804,4.8828,3.5457,4.536
44,1,4.1711,2.652,3.5548,4.2402
45,0,3.139,4.579,2.8769,3.3957
46,1,6.8884,3.9412,3.5635,5.4591
47,0,1.4315,6.1128,1.905,5.4833
48,0,3.8203,8.7966,3.7865,10.757
49,0,2.3653,2.8343,3.5004,4.565
50,0,4.3268,4.7121,1.9029,3.2283
51,1,2.2225,4.3647,2.1397,3.7198
52,1,2.4615,0.49242,1.5821,3.1494
53,0,1.7126,4.1214,2.6456,4.1674
54,0,3.7954,5.0012,2.8704,4.6679
55,0,4.4791,4.4774,2.7275,3.6883
56,0,2.2568,9.291,2.8343,9.2779
57,1,4.4625,3.4893,2.6256,4.8088
58,1,3.3213,4.8888,2.4425,3.0537
59,0,5.1586,8.5599,2.8522,9.56
60,0,3.3957,4.4865,2.9723,4.0031
61,1,5.4751,3.3155,3.4742,5.4728
62,0,6.4625,9.3523,4.2835,9.4136
63,0,4.4776,4.2378,2.7327,3.2538
64,0,3.0442,8.3277,2.331,8.0063
65,1,4.1474,1.9495,3.0534,5.1075
66,1,3.2041,2.7842,1.2517,6.0299
67,1,3.2531,4.1782,2.7917,2.931
68,0,3.1073,1.9976,2.5045,2.9927
69,0,4.9665,6.7933,4.0032,6.8067
70,0,3.4789,4.0154,3.4351,3.4481
71,0,2.9108,6.0065,2.4582,4.447
72,1,11.74,2.8539,3.5854,11.114
73,0,4.1039,2.3319,1.7659,3.2048
74,1,2.4184,0.3235,2.0026,3.3668
75,1,5.9792,4.4667,3.0579,6.0426
76,1,3.6126,0.96925,1.6355,4.2628
77,1,8.3237,1.7492,2.7703,6.6128
78,1,1.8683,2.1662,1.8385,2.1346
79,1,7.8417,3.9459,3.3128,8.2606
80,0,2.7996,4.3229,2.8955,3.7169
81,1,4.1345,3.9785,3.2075,4.6491
82,0,2.0999,3.4624,2.2217,2.6419
83,1,2.7423,2.5888,3.2018,3.4744
84,0,2.9929,5.8393,2.4351,6.4495
85,1,12.997,2.5743,2.2785,14.165
86,1,3.6044,2.476,2.6352,2.8316
87,0,1.2405,4.7127,2.7031,6.1843
88,0,2.8118,1.9098,2.2515,3.4131
89,0,1.4671,3.1632,2.4655,3.633
90,0,1.7227,6.7238,1.9486,5.367
91,0,2.4311,4.9848,2.2915,5.638
92,0,1.4214,6.6756,1.9178,5.8596
93,1,6.2103,2.148,1.8761,5.3294
94,1,4.0147,0.31525,2.9582,3.6222
95,0,3.9436,6.9306,3.1176,7.7496
96,0,3.8963,7.5341,3.0529,6.5392
97,1,2.4449,1.8889,1.9175,2.3338
98,0,1.8666,4.9197,2.6792,2.69
99,1,4.0777,3.1684,3.1258,5.1148
100,0,2.0334,5.3111,2.0936,4.6764
101,0,3.9466,0.85756,2.3482,2.8793
102,1,4.686,1.2908,1.998,5.1697
103,0,0.84944,3.5849,2.2416,3.7098
104,1,3.6819,3.0111,2.5662,3.4617
105,1,4.6523,3.4014,2.5486,2.9082
106,0,4.6288,6.1563,3.4166,5.7672
107,0,3.9002,4.9346,3.4854,5.3555
108,1,11.689,5.7445,4.1948,10.397
109,0,2.2931,4.5215,1.6577,4.4742
110,1,2.4141,2.5013,2.3708,3.712
111,1,9.2812,3.1181,2.5168,7.7462
112,1,9.7188,2.7948,3.6276,10.422
113,1,4.6644,4.1654,3.9396,5.1776
114,0,3.1271,9.3562,2.8924,8.9674
115,1,12.22,2.8744,2.6747,11.389
116,0,2.0178,2.6706,2.3489,2.9536
117,0,2.6976,11.564,3.1399,11.058
118,1,6.827,2.965,2.8624,6.3184
119,1,4.0138,2.6109,1.5175,4.2834
120,1,6.8216,2.9259,2.6668,6.417
121,1,2.4432,0.40274,1.8037,3.2554
122,1,6.3036,2.2542,2.2305,5.2703
123,1,8.4162,4.0045,4.3015,9.8231
124,1,12.033,1.9094,2.7014,12.666
125,1,17.115,3.0935,4.3263,15.268
126,1,7.0662,2.3287,1.684,6.9642
127,0,4.8205,5.7553,3.8935,5.281
128,1,7.0703,2.5081,2.9869,5.2473
129,1,7.8651,0.61644,2.4604,7.711
130,0,1.7078,9.5968,2.8336,12.083
131,0,2.8668,5.6718,2.6869,5.0485
132,1,5.7552,3.4564,2.7647,5.4686
133,1,19.845,1.7303,2.8958,18.882
134,1,13.323,2.0911,2.3447,14.272
135,1,13.787,0.57468,2.5728,13.868
136,1,8.1034,3.2123,2.5117,7.8585
137,0,2.3838,8.8208,2.8362,8.9596
138,1,5.3732,2.6987,3.3938,5.0911
139,0,1.5799,10.217,3.0401,9.9533
140,1,5.6991,3.0694,2.6467,6.0159
141,0,0.89712,2.5334,2.0871,2.1002
142,0,1.9737,8.5142,2.6713,6.6498
143,0,3.2885,2.6937,2.3868,3.7145
144,1,12.612,6.362,5.0813,11.51
145,0,2.3349,3.2549,2.9603,3.8933
146,1,2.9792,1.0276,2.8149,2.8256
147,0,3.1097,6.8012,3.7835,7.0591
148,1,2.8849,4.8651,2.7992,4.2179
149,1,5.7742,3.7187,3.8119,5.6377
150,0,3.2862,4.1982,3.1196,5.4033
151,1,2.3326,6.4522,2.6341,2.6466
152,0,3.059,3.4253,3.0352,4.5873
153,0,3.3879,7.3061,3.3899,7.5137
154,1,13.163,2.7144,2.9883,12.588
155,1,3.0601,3.3785,3.0299,3.4412
156,1,4.175,3.3192,3.4851,3.5686
157,0,1.4087,4.8269,1.7314,2.3603
158,1,9.6183,1.7265,2.5289,9.7496
159,0,3.6962,2.8873,3.0392,3.8045
160,0,2.3469,4.3019,3.0026,3.5834
161,1,7.3753,2.7257,2.2516,7.6623
162,1,7.0773,3.6709,3.948,6.5247
163,1,14.009,1.7041,2.5136,12.622
164,0,3.5469,8.6247,3.3039,6.9713
165,1,3.7189,2.0689,3.395,5.77
166,1,6.8879,2.8919,2.9661,5.4698
167,1,7.0398,2.6364,2.0662,6.0467
168,1,1.8729,3.2678,2.2711,3.3843
169,0,2.8137,3.5086,2.631,3.381
170,1,10.022,3.527,1.9749,8.9352
171,0,3.654,6.4896,2.6217,5.6362
172,0,2.4835,0.96608,2.1194,2.3891
173,1,3.922,0.28988,2.4579,5.0418
174,0,2.255,5.5738,3.0255,5.2838
175,0,1.1079,0.26156,0.72545,0.83211
176,1,6.5971,3.6775,2.1919,4.8501
177,1,6.4975,1.8849,2.0103,6.7001
178,1,9.0867,2.2595,1.9777,7.5172
179,1,3.8091,3.0166,2.5907,3.9426
180,0,3.6871,0.4454,2.2183,2.6374
181,1,3.6041,1.0124,2.2184,4.0234
182,1,4.9345,2.4206,2.3343,4.9448
183,1,6.8275,3.0114,3.2807,8.677
184,0,3.0401,5.9561,2.85,5.4356
185,1,3.2647,2.4325,2.8733,2.9682
186,0,3.4844,4.1619,2.4903,4.6277
187,0,3.606,4.7319,2.4142,4.1227
188,1,7.2367,4.8232,2.9108,6.8308
189,1,4.0801,2.1628,3.3573,4.4286
190,1,1.3743,4.0548,3.3587,3.3718
191,1,0.94804,1.1249,2.279,2.31
192,1,5.9715,2.3025,3.5999,5.5549
193,0,2.5982,12.992,3.2375,12.579
194,1,4.2223,5.6752,3.8684,5.764
195,0,4.3757,4.2207,3.1821,3.7289
196,0,1.2767,1.1428,0.8405,0.98558
197,1,10.341,2.5721,2.0664,9.6457
198,1,1.8543,3.3969,2.6982,2.7119
199,0,2.5664,4.2473,3.3716,5.2872
200,1,5.2696,1.8147,2.2169,6.2601
201,1,3.5947,4.6502,2.7403,2.9053
202,1,2.5293,1.4224,1.5087,2.4593
203,1,9.3187,4.9382,4.7265,8.462
204,0,1.0413,4.9748,1.659,3.6448
205,1,5.7631,0.35046,1.8272,5.5707
206,0,2.1299,14.396,2.8106,15.254
207,1,13.682,4.3802,4.3223,11.369
208,1,5.1115,3.2489,3.695,4.62
209,1,6.7367,2.0821,3.6763,5.8966
210,0,3.8851,1.0388,2.2002,2.2305
211,1,7.6868,3.4015,3.2263,7.3629
212,1,10.371,5.3421,4.283,10.648
213,0,1.0633,4.4226,2.2595,3.932
214,0,3.8201,5.1949,3.1045,5.6817
215,0,2.6097,7.8144,2.6482,9.0834
216,0,3.2453,4.8081,3.4982,5.2466
217,0,3.6971,9.265,3.4907,9.0552
218,1,9.5268,2.5932,2.554,9.6889
219,1,2.5032,2.2031,3.0735,3.877
220,1,3.1783,2.6097,2.3449,2.6907
221,0,0.87329,1.6938,2.7057,3.5432
222,0,0.75519,2.2118,2.0415,2.8571
223,1,24.13,2.7477,3.2858,24.171
224,0,3.5112,11.081,2.5877,10.374
225,0,3.6066,6.6685,3.4921,7.3706
226,1,3.129,3.263,2.8301,4.2114
227,1,11.232,3.1752,2.9229,11.402
228,1,2.3687,3.6055,3.0816,3.3206
229,0,0.76795,3.0909,1.987,2.0694
230,0,0.98878,1.7797,2.0795,2.5755
231,0,3.9927,3.4368,2.3872,3.9237
232,0,2.9095,4.619,2.6081,3.2316
233,1,5.6618,4.0517,4.0783,5.1799
234,0,3.8529,3.1562,3.8972,5.3857
235,1,2.3143,1.991,2.1405,3.9102
236,0,0.88845,4.942,1.8457,4.9276
237,1,4.6563,2.8823,2.3623,5.7675
238,0,2.7298,5.5495,1.5418,4.2089
239,1,3.8507,3.0912,2.0729,3.8479
240,1,3.4449,4.6934,2.7672,5.1172
241,0,2.9145,4.529,2.1933,3.6777
242,0,4.226,2.9516,2.882,3.0956
243,0,3.7136,5.766,2.4298,5.7056
244,0,2.4192,2.9222,2.4586,3.8614
245,0,3.8208,4.2266,3.6079,4.1253
246,0,2.9861,7.7617,2.4308,7.9103
247,0,1.917,1.9113,1.7743,3.0628
248,1,3.1883,1.1729,2.1932,4.0416
249,1,5.7977,2.5307,2.1702,4.0132
250,1,15.275,2.7582,2.9671,15.217
251,0,3.3839,5.1961,2.7218,5.2998
252,1,7.8047,2.9918,3.4101,6.9471
253,1,2.6928,2.0826,2.8443,2.8597
254,1,18.486,3.6329,3.2378,20.625
255,0,1.6436,5.2551,2.616,4.5847
256,0,3.0371,4.6846,2.1182,3.0739
257,0,1.6376,3.4748,2.2872,2.2978
258,1,8.3984,3.9313,2.6654,7.3378
259,0,3.3925,4.797,3.4677,6.9528
260,1,5.4795,2.3313,1.976,3.7683
261,0,1.4844,4.2705,1.618,3.9371
262,0,2.8807,1.9628,2.1585,2.2428
263,0,3.2883,6.4209,2.9744,7.336
264,0,0.74167,3.5982,1.9223,1.9796
265,0,3.2633,5.7247,3.1331,4.787
266,0,1.9167,9.044,2.7384,7.8027
267,0,2.1459,5.5832,2.4494,3.2838
268,1,3.6038,4.9968,4.006,5.0952
269,1,2.2009,2.0749,1.7903,2.7076
270,1,6.587,2.9478,2.0746,8.783
271,0,3.8552,5.0,3.5964,4.9991
272,0,3.3845,3.7927,2.4527,4.0586
273,1,4.0772,2.0582,2.5805,3.6278
274,1,27.001,3.576,3.7807,23.588
275,1,6.5462,4.9762,3.6255,6.2988
276,1,3.4844,3.0415,2.5679,3.1096
277,1,4.2059,3.7056,3.1241,5.3685
278,1,9.8352,3.0763,3.4324,10.844
279,1,2.8773,5.0291,3.0087,3.0565
280,1,6.9486,5.1939,4.3327,6.0065
281,1,9.8785,2.2835,2.6198,10.292
282,0,2.566,4.3504,2.7516,5.7471
283,1,6.537,1.2293,1.7835,7.3754
284,1,1.8344,1.2828,1.6045,1.9155
285,1,4.6013,4.4984,2.9235,4.8375
286,0,1.0366,5.4997,1.8083,6.4156
287,0,1.0503,2.349,1.7397,3.8455
288,1,9.5763,4.612,4.2348,9.355
289,0,1.8876,1.8639,3.2138,3.3941
290,1,10.521,2.2461,2.7276,10.018
291,1,4.1713,3.7925,2.9592,4.5368
292,0,3.0933,4.1024,3.3333,3.4299
293,0,2.8184,3.8075,2.1559,2.1672
294,1,6.3772,1.8641,1.5354,5.5799
295,1,0.66808,2.7673,2.1023,2.2442
296,1,2.9407,2.5324,2.7752,4.2926
297,1,2.2783,1.7627,3.0869,3.9099
298,0,2.9381,2.1067,2.7793,2.8169
299,0,1.2135,4.5295,2.8124,4.316
300,0,2.3059,2.3859,2.026,2.124
301,1,4.3495,1.684,2.1168,3.8576
302,0,2.5121,3.2715,3.4066,3.5697
303,0,1.955,7.6445,2.2106,7.7488
304,0,1.7818,4.3685,2.4252,2.4397
305,1,-0.075818,3.6895,3.4367,3.6474
306,1,4.5111,4.0335,2.2709,4.8961
307,1,2.4897,1.8149,2.6318,2.6832
308,0,4.2632,8.6607,4.4707,7.4047
309,0,3.4855,2.7664,1.9812,2.8908
310,0,1.1932,1.075,1.6282,1.6468
311,1,5.5003,1.1914,2.0139,5.7324
312,0,3.9753,8.1855,3.1843,9.8485
313,0,4.6022,6.9898,4.2836,7.106
314,1,2.8924,3.2695,1.0572,1.6478
315,1,8.041,4.0087,2.7043,6.4336
316,0,2.6999,4.9728,3.1434,3.6322
317,1,13.118,3.2759,2.5521,11.892
318,1,4.0032,4.2233,2.7955,3.4127
