,0,1,2,3,4
0,1,4.4929,1.4586,2.395,4.1999
1,0,3.9193,4.164,3.8974,5.4259
2,0,3.505,2.6251,2.2088,3.3837
3,1,3.9227,3.2802,2.8892,5.0117
4,0,2.2818,1.4669,2.4894,2.5439
5,0,2.5764,2.6106,3.2877,4.7642
6,1,5.4645,4.1004,2.1056,5.7243
7,0,1.6589,4.935,2.7966,3.7477
8,0,4.1266,6.8816,3.0707,6.0805
9,0,1.1053,0.88895,2.3924,2.8498
10,0,2.3365,2.636,2.6757,4.3451
11,0,0.51177,2.6834,1.6003,1.6102
12,1,5.6822,4.4649,3.9392,5.896
13,0,5.3532,4.5342,2.7428,4.0704
14,0,2.015,4.4615,2.9765,3.4166
15,1,5.3813,3.1871,3.226,3.7774
16,0,3.2911,4.1412,2.7646,2.9994
17,1,7.0932,2.8907,4.3045,5.7782
18,1,3.2983,3.0515,2.6442,4.2724
19,0,2.7165,5.606,2.7894,5.1781
20,1,6.3714,1.8025,1.9832,6.5515
21,0,1.9544,2.6017,2.1577,3.1746
22,0,1.8974,2.9575,2.4875,3.4563
23,0,2.0977,2.0646,2.572,3.0611
24,0,0.91639,3.9842,2.0277,2.897
25,0,3.3744,4.3261,3.2281,4.5076
26,0,3.1308,2.7151,2.2264,2.8054
27,1,2.5431,2.2373,2.3772,3.1312
28,0,5.6921,4.6031,3.2134,5.9763
29,0,2.1475,5.2781,3.0725,4.0326
30,1,4.3995,0.4547,1.8542,3.1188
31,0,3.0333,5.3784,2.032,4.4545
32,0,1.4045,3.098,1.9436,2.4848
33,0,-0.13337,7.3193,1.6347,6.4386
34,0,1.3487,5.2392,2.3207,3.4759
35,1,2.0779,3.1619,2.4353,3.4109
36,1,3.165,1.629,2.5755,4.0027
37,1,7.1131,4.1324,4.2839,5.9547
38,0,2.1224,2.5747,2.2843,3.1403
39,0,3.7879,4.7463,3.493,4.0423
40,0,4.2963,6.8625,4.0341,5.8297
41,0,1.7061,1.1169,1.6217,2.0705
42,0,2.4171,7.9553,3.1393,7.2037
43,0,3.1655,6.2367,3.5846,5.8188
44,1,3.161,0.61324,2.0423,2.9548
45,0,3.9834,1.7786,2.1681,2.5494
46,1,1.5347,1.9977,2.0713,2.3859
47,1,4.9281,2.792,2.3291,5.1999
48,0,3.3981,4.9512,3.6295,5.3527
49,1,7.6246,3.3624,2.6548,6.0714
50,0,1.4093,4.5357,2.7898,4.7047
51,0,4.9524,3.3807,4.0778,4.162
52,0,3.294,2.9498,1.8775,2.367
53,1,2.2985,2.6224,2.7472,3.1566
54,0,0.33809,2.4865,2.083,2.9765
55,1,3.9381,0.74625,1.9321,4.0494
56,1,7.5754,3.4454,3.5208,5.0518
57,1,5.3708,0.60076,2.3134,4.5814
58,0,3.5244,3.0737,3.2765,3.846
59,0,4.4288,4.3628,3.1678,4.288
60,1,6.2536,1.5839,2.3135,4.2453
61,1,3.8275,1.2316,2.8585,3.4146
62,0,1.4696,2.5904,1.8364,2.3692
63,0,4.6799,5.5082,3.0011,4.2296
64,0,1.5309,5.33,2.7522,5.161
65,0,2.8577,4.762,2.6094,4.1167
66,0,1.7598,3.5125,2.6923,3.2937
67,0,-0.06848,7.952,1.9694,6.4309
68,1,4.6803,4.1801,3.2805,3.5099
69,1,5.9278,2.0273,2.7631,4.3143
70,1,7.3019,4.5443,3.814,5.2693
71,0,4.647,4.9788,3.3524,4.35
72,1,3.2036,3.4489,3.2098,4.6299
73,0,3.2087,5.1858,2.7439,4.6826
74,0,2.2834,4.2378,2.9642,3.9246
75,1,3.868,2.359,1.8867,2.6271
76,1,3.9937,2.3208,2.2196,4.0253
77,0,2.0103,3.6207,2.2075,2.5559
78,0,4.6678,3.3647,3.9937,5.6321
79,0,2.6011,3.0447,2.3447,3.5583
80,0,1.4907,3.9763,2.2052,3.1287
