,0,1,2,3,4
0,0,2.1947,7.1735,2.4348,7.0236
1,1,6.9853,3.76,2.4467,6.8031
2,0,3.0735,2.2807,2.1321,3.996
3,0,2.4268,3.5654,2.5963,3.9031
4,1,3.3195,3.4582,2.4738,4.4023
5,0,-1.2052,2.0862,0.73912,0.88588
6,0,3.6136,2.0134,3.6153,4.1164
7,1,3.4584,1.5098,1.6682,3.1118
8,1,1.1075,2.4087,2.7578,4.4321
9,1,8.2547,2.4013,2.4074,6.7271
10,0,5.5485,4.3721,3.6258,3.9911
11,0,3.0449,2.5306,3.1355,3.4336
12,1,2.9571,2.6358,2.1559,2.4109
13,1,1.5611,4.4079,2.4687,2.7072
14,1,3.935,0.99604,1.8684,2.4713
15,0,1.1782,1.2183,2.6603,2.8463
16,1,3.7894,2.2191,1.0724,2.2674
17,0,2.1099,3.7553,1.8485,4.5018
18,1,5.0204,3.3767,2.6011,3.2834
19,0,1.1955,3.0478,2.6555,3.6662
20,0,3.5789,4.3143,2.5302,4.0469
21,1,5.7055,2.8263,2.3972,6.1744
22,0,1.6277,5.0714,2.5006,5.5149
23,1,2.1223,2.0018,2.0867,2.1076
24,0,2.8106,9.3832,2.5903,8.7597
25,1,3.0546,5.1857,3.7629,3.7716
26,0,2.9292,3.6899,2.78,3.7809
27,1,1.2674,0.15389,1.3448,1.3737
28,0,3.9035,3.6629,3.6021,3.6127
29,0,2.2647,5.9452,2.1329,6.1845
30,0,1.7742,3.0032,2.2748,4.1693
31,1,-0.25384,0.97507,0.88363,0.90552
32,0,4.358,3.8921,3.7671,3.7919
33,0,4.3141,6.2193,3.0033,5.8554
34,0,2.49,3.4092,2.9689,3.3083
35,0,2.5871,3.3213,2.2734,3.8528
36,1,1.5415,1.6181,2.3192,2.6318
37,1,5.2602,4.0885,2.1014,4.7793
38,0,1.9052,7.6476,2.8792,7.8998
39,1,9.5089,2.6667,3.4311,8.2084
40,1,10.001,1.5014,2.6706,9.8245
41,0,4.5931,3.3341,2.8356,3.2052
42,0,2.9581,1.6164,3.2529,3.2645
43,1,2.5781,2.4495,3.2279,3.2755
44,1,9.2147,2.9761,3.4038,10.43
45,1,3.4649,1.268,2.2103,2.2425
46,1,4.0964,3.6193,2.5822,5.0526
47,0,1.5613,3.2603,1.7117,3.1736
48,1,4.263,1.9802,2.3971,2.7527
49,1,4.1799,3.4458,2.7514,3.6671
50,1,4.6211,3.3468,3.3115,7.3945
51,0,0.62186,1.9099,1.1046,1.1168
52,1,7.1574,2.3637,2.6404,5.8982
53,0,3.671,4.5699,3.3674,3.8731
54,1,6.8308,1.8858,2.1967,7.9389
55,0,2.0502,5.5893,2.4586,5.2252
56,0,2.6162,8.7172,3.1439,8.3604
57,1,4.2761,3.0887,2.3447,4.7896
58,0,3.863,4.6317,2.6842,3.4889
59,0,3.4642,6.7252,2.8266,3.6454
60,1,1.5625,2.5767,1.9161,3.4617
61,0,4.9466,3.9482,2.9701,3.7986
62,0,3.1149,2.4158,3.1638,4.0631
63,1,5.6219,3.7327,3.4793,4.9248
64,0,4.8282,5.9454,3.9723,5.0497
65,0,3.0583,3.0661,2.9156,3.8386
66,1,8.3321,3.0816,3.2889,8.1036
67,1,3.677,1.8062,2.7105,3.8305
68,1,4.1766,2.0717,2.314,3.9615
69,0,1.981,5.8205,2.7169,6.0639
70,1,0.93051,1.3288,1.5806,3.4404
