,0,1,2,3,4
0,0,4.8988,6.0447,3.6584,5.7658
1,0,3.1217,3.3389,2.8938,3.7641
2,1,8.1935,3.807,2.8809,7.2697
3,0,1.0594,3.138,1.6712,1.7466
4,0,3.7729,4.4641,2.959,4.6114
5,0,1.239,5.0746,2.2737,3.8645
6,0,2.8183,5.4961,3.5185,5.7104
7,0,4.469,6.3462,3.1844,6.5422
8,1,4.4437,3.3383,2.6221,3.4519
9,1,2.7028,2.0562,1.9183,3.4562
10,0,3.3074,3.3436,2.5883,3.7545
11,1,7.5927,4.1513,3.5894,7.4353
12,0,1.8438,4.484,1.3788,3.8635
13,0,4.1179,3.1077,2.5253,4.1436
14,1,0.89406,2.9656,2.0321,3.1056
15,0,2.6055,4.4204,2.8085,3.1576
16,1,6.3302,2.7891,3.3185,5.3271
17,1,7.7994,2.8786,4.0595,7.6866
18,0,1.2342,2.989,1.455,3.05
19,1,2.7518,2.6048,2.269,3.3562
20,1,7.4397,2.1921,2.3863,7.5032
21,1,10.526,2.9005,3.5589,9.9145
22,0,1.5214,3.5453,2.2613,3.8242
23,1,4.5126,3.5809,1.9536,2.9185
24,0,4.3101,5.8535,3.876,5.7562
25,1,7.4078,2.3048,2.6512,7.1731
26,1,7.2833,0.35736,2.9446,7.2213
27,1,1.5775,3.2925,2.2237,3.4687
28,1,4.6058,2.7751,2.2541,3.812
29,1,4.9508,1.3822,2.842,6.0675
30,1,3.4922,2.3663,3.4424,4.0239
31,0,3.0485,7.1916,4.0268,7.8655
32,0,4.6389,11.628,2.8963,8.98
33,1,5.0583,3.3775,3.1401,3.1969
34,1,8.2853,4.4346,3.787,8.3505
35,1,6.2979,2.212,2.0352,5.8871
36,0,2.4403,10.31,3.8871,9.1872
37,1,0.42827,2.1294,1.6714,1.6924
38,1,6.5332,0.87283,2.2892,6.8308
39,0,2.0308,4.7682,3.3311,5.5316
40,0,3.6499,5.5325,3.2594,5.1757
41,1,6.7652,3.5867,2.935,7.2113
42,1,8.7292,3.7307,2.9417,9.2418
43,0,5.0036,4.4129,3.1532,3.7919
44,1,7.6717,2.9388,3.376,7.9458
45,0,2.4258,4.8016,3.6286,5.0199
46,1,4.2757,0.3867,2.2517,5.7074
47,1,6.1471,0.91266,2.2844,3.8123
